problem,solutions_agg,sentence,level,topic,fullname,solutions,pred
522,"['singing', 'preparing', 'sleeping', 'freezing']","Shhh, Lenka is _ .",2,slovesa-zaklad,slovesa-zaklad-2-uroven,sleeping,sleeping
522,"['singing', 'preparing', 'sleeping', 'freezing']","It's cold, I'm _ .",2,slovesa-zaklad,slovesa-zaklad-2-uroven,freezing,freezing
523,"['work', 'take', 'gather', 'bet']",My parents _ in a hospital.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,work,work
523,"['work', 'take', 'gather', 'bet']",Do you want to _ it away?,3,slovesa-zaklad,slovesa-zaklad-3-uroven,take,take
523,"['work', 'take', 'gather', 'bet']",I _ blueberries every summer.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,gather,gather
523,"['work', 'take', 'gather', 'bet']",I _ that you won't ask her out.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,bet,bet
524,"['close', 'live', 'can', 'drink']",The shops _ at 8 o'clock.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,close,close
524,"['close', 'live', 'can', 'drink']",I _ in London.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,live,live
524,"['close', 'live', 'can', 'drink']",I _ play the piano.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,can,can
524,"['close', 'live', 'can', 'drink']",I _ a lot of water.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,drink,drink
525,"['rains', 'laughs', 'sounds', 'closes']",It _ a lot in England.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,rains,rains
525,"['rains', 'laughs', 'sounds', 'closes']","He is always happy, he _ a lot.",2,slovesa-zaklad,slovesa-zaklad-2-uroven,laughs,laughs
525,"['rains', 'laughs', 'sounds', 'closes']",Can you hear the song? It _ good!,2,slovesa-zaklad,slovesa-zaklad-2-uroven,sounds,sounds
525,"['rains', 'laughs', 'sounds', 'closes']",This restaurant _ at midnight.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,closes,closes
526,"['camping', 'kissing', 'smoking', 'eating']",We go _ every summer.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,camping,camping
526,"['camping', 'kissing', 'smoking', 'eating']",I think they are in love because they are _ .,1,slovesa-zaklad,slovesa-zaklad-1-uroven,kissing,kissing
526,"['camping', 'kissing', 'smoking', 'eating']",Why are you _ here?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,smoking,eating
526,"['camping', 'kissing', 'smoking', 'eating']",We are _ a pizza.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,eating,eating
527,"['shut', 'buy', 'draw', 'keep']",Can you _ the door?,3,slovesa-zaklad,slovesa-zaklad-3-uroven,shut,shut
527,"['shut', 'buy', 'draw', 'keep']",I would like to _ a new phone.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,buy,buy
527,"['shut', 'buy', 'draw', 'keep']",Can you _ a flower?,3,slovesa-zaklad,slovesa-zaklad-3-uroven,draw,buy
527,"['shut', 'buy', 'draw', 'keep']",Do you want this box back or can I _ it?,3,slovesa-zaklad,slovesa-zaklad-3-uroven,keep,keep
528,"['travelling', 'laughing', 'waiting', 'shining']","I love _ , I visited many countries.",2,slovesa-zaklad,slovesa-zaklad-2-uroven,travelling,travelling
528,"['travelling', 'laughing', 'waiting', 'shining']",What's that noise? –They're _ .,2,slovesa-zaklad,slovesa-zaklad-2-uroven,laughing,laughing
528,"['travelling', 'laughing', 'waiting', 'shining']",We're _ for the bus.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,waiting,waiting
528,"['travelling', 'laughing', 'waiting', 'shining']",The sun is _ .,2,slovesa-zaklad,slovesa-zaklad-2-uroven,shining,shining
529,"['read', 'try', 'save', 'lose']",What do you _ ? Fantasy books?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,read,read
529,"['read', 'try', 'save', 'lose']",I would like to _ sushi.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,try,try
529,"['read', 'try', 'save', 'lose']",I want to _ some money.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,save,save
529,"['read', 'try', 'save', 'lose']",I don't want to _ the match. I want to win!,2,slovesa-zaklad,slovesa-zaklad-2-uroven,lose,lose
530,"['enjoy', 'work', 'snow', 'sleep']",I always _ the holiday.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,enjoy,enjoy
530,"['enjoy', 'work', 'snow', 'sleep']",I would like to _ from home.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,work,work
530,"['enjoy', 'work', 'snow', 'sleep']",Does it often _ in Alaska?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,snow,snow
530,"['enjoy', 'work', 'snow', 'sleep']","I'm exhausted, I need to get some _ .",2,slovesa-zaklad,slovesa-zaklad-2-uroven,sleep,sleep
531,"['laughing', 'washing', 'meeting', 'crying']",He's telling them jokes and they are _ .,2,slovesa-zaklad,slovesa-zaklad-2-uroven,laughing,laughing
531,"['laughing', 'washing', 'meeting', 'crying']","The children are in the bathroom, they're _ their hands.",2,slovesa-zaklad,slovesa-zaklad-2-uroven,washing,washing
531,"['laughing', 'washing', 'meeting', 'crying']",I'm _ my friends in ten minutes.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,meeting,meeting
531,"['laughing', 'washing', 'meeting', 'crying']",The boy's _ because he fell off the bike.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,crying,crying
532,"['create', 'use', 'read', 'must']",You always _ problems.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,create,create
532,"['create', 'use', 'read', 'must']",Can I _ your hair straightener?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,use,use
532,"['create', 'use', 'read', 'must']",I would like to _ this book by Roald Dahl.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,read,read
532,"['create', 'use', 'read', 'must']","The light is on, they _ be at home.",2,slovesa-zaklad,slovesa-zaklad-2-uroven,must,must
533,"['build', 'put', 'wait', 'reach']",We would like to _ our new house here.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,build,build
533,"['build', 'put', 'wait', 'reach']",Where did you _ your keys?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,put,put
533,"['build', 'put', 'wait', 'reach']",Can you _ outside?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,wait,wait
533,"['build', 'put', 'wait', 'reach']",Can you _ for the phone?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,reach,reach
534,"['sign', 'sound', 'meet', 'try']",I will _ the contract today.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,sign,sign
534,"['sign', 'sound', 'meet', 'try']",Does it _ good to you?,3,slovesa-zaklad,slovesa-zaklad-3-uroven,sound,sound
534,"['sign', 'sound', 'meet', 'try']","There is my friend Dan, would you like to _ him?",3,slovesa-zaklad,slovesa-zaklad-3-uroven,meet,meet
534,"['sign', 'sound', 'meet', 'try']","Let's _ it, I'll do my best.",3,slovesa-zaklad,slovesa-zaklad-3-uroven,try,try
535,"['find', 'stay', 'ring', 'cry']",Did you _ the note that I left in your flat?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,find,find
535,"['find', 'stay', 'ring', 'cry']",Do you want to _ in this hotel?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,stay,stay
535,"['find', 'stay', 'ring', 'cry']",I _ home once a week to tell my parents I'm okay.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,ring,stay
535,"['find', 'stay', 'ring', 'cry']","I don't want to _ , but the film is really sad.",2,slovesa-zaklad,slovesa-zaklad-2-uroven,cry,cry
536,"['emotions', 'interests', 'feelings']",He's very cold. He doesn't show his _ .,2,pocity-nalady,pocity-nalady-2-uroven,emotions,emotions
536,"['emotions', 'interests', 'feelings']","They have got different personalities, but they have got the same _ .",2,pocity-nalady,pocity-nalady-2-uroven,interests,feelings
536,"['emotions', 'interests', 'feelings']",My _ for him are very strong.,2,pocity-nalady,pocity-nalady-2-uroven,feelings,feelings
537,"['stress', 'grief', 'surprise', 'passion']","To keep yourself healthy, you should avoid _ .",2,pocity-nalady,pocity-nalady-2-uroven,stress,stress
537,"['stress', 'grief', 'surprise', 'passion']",His _ at his dog's death was terrible.,2,pocity-nalady,pocity-nalady-2-uroven,grief,grief
537,"['stress', 'grief', 'surprise', 'passion']",We planned a _ party for his birthday.,2,pocity-nalady,pocity-nalady-2-uroven,surprise,surprise
537,"['stress', 'grief', 'surprise', 'passion']",What is your greatest _ ?,2,pocity-nalady,pocity-nalady-2-uroven,passion,passion
538,"['nervousness', 'frustration', 'curiosity', 'shame']",He couldn't hide his _ on their first date.,2,pocity-nalady,pocity-nalady-2-uroven,nervousness,curiosity
538,"['nervousness', 'frustration', 'curiosity', 'shame']",You could feel her _ at not being able to finish the task.,2,pocity-nalady,pocity-nalady-2-uroven,frustration,frustration
538,"['nervousness', 'frustration', 'curiosity', 'shame']","Come on, tell me, I'm burning with _ .",2,pocity-nalady,pocity-nalady-2-uroven,curiosity,curiosity
538,"['nervousness', 'frustration', 'curiosity', 'shame']",You should feel _ for doing that in public.,2,pocity-nalady,pocity-nalady-2-uroven,shame,shame
539,"['concern', 'suspicion', 'calmness']",My biggest _ about moving into a city is the safety of our children.,2,pocity-nalady,pocity-nalady-2-uroven,concern,concern
539,"['concern', 'suspicion', 'calmness']","I had a _ that he might be lying, and I was right.",2,pocity-nalady,pocity-nalady-2-uroven,suspicion,suspicion
539,"['concern', 'suspicion', 'calmness']",I enjoy yoga because of the _ I feel afterwards.,2,pocity-nalady,pocity-nalady-2-uroven,calmness,calmness
540,"['love', 'impatience', 'stupidity']",He is the best. I think I am in _ with him.,2,pocity-nalady,pocity-nalady-2-uroven,love,love
540,"['love', 'impatience', 'stupidity']","When we were waiting for the results, everyone's _ was growing.",2,pocity-nalady,pocity-nalady-2-uroven,impatience,love
540,"['love', 'impatience', 'stupidity']",It was sheer _ to refuse the great offer.,2,pocity-nalady,pocity-nalady-2-uroven,stupidity,stupidity
541,"['worry', 'courage', 'jealousy']",Having enough money to pay for the rent is a major _ for many old people.,2,pocity-nalady,pocity-nalady-2-uroven,worry,worry
541,"['worry', 'courage', 'jealousy']","If you want to succeed in this, you need great _ .",2,pocity-nalady,pocity-nalady-2-uroven,courage,courage
541,"['worry', 'courage', 'jealousy']",We must break up because _ is destroying our relationship.,2,pocity-nalady,pocity-nalady-2-uroven,jealousy,jealousy
542,"['fear', 'pessimism', 'excitement', 'admiration']",I have a _ of heights.,2,pocity-nalady,pocity-nalady-2-uroven,fear,fear
542,"['fear', 'pessimism', 'excitement', 'admiration']",The spread of the disease causes a growing mood of _ .,2,pocity-nalady,pocity-nalady-2-uroven,pessimism,fear
542,"['fear', 'pessimism', 'excitement', 'admiration']",Look at all the Christmas decorations. I can't hide my _ .,2,pocity-nalady,pocity-nalady-2-uroven,excitement,excitement
542,"['fear', 'pessimism', 'excitement', 'admiration']",My _ for that awesome man grows daily.,2,pocity-nalady,pocity-nalady-2-uroven,admiration,admiration
543,"['bravery', 'joy', 'hesitation']",Her help to the others is an act of _ .,2,pocity-nalady,pocity-nalady-2-uroven,bravery,bravery
543,"['bravery', 'joy', 'hesitation']","I'm glad that you're happy, your eyes are filled with _ .",2,pocity-nalady,pocity-nalady-2-uroven,joy,joy
543,"['bravery', 'joy', 'hesitation']",Is that _ ? You must be sure if you want to do this.,2,pocity-nalady,pocity-nalady-2-uroven,hesitation,joy
544,"['astonishment', 'indifference', 'sensitivity']","To the _ of her friends, she moved to Paris.",2,pocity-nalady,pocity-nalady-2-uroven,astonishment,astonishment
544,"['astonishment', 'indifference', 'sensitivity']",I love her but her _ to all the problems around us really shocks me.,2,pocity-nalady,pocity-nalady-2-uroven,indifference,indifference
544,"['astonishment', 'indifference', 'sensitivity']",The police officers showed great _ in the handling of the case.,2,pocity-nalady,pocity-nalady-2-uroven,sensitivity,sensitivity
545,"['laziness', 'empathy', 'kindness', 'insecurity']",My _ stops me from going to the gym every day.,2,pocity-nalady,pocity-nalady-2-uroven,laziness,insecurity
545,"['laziness', 'empathy', 'kindness', 'insecurity']","I know it doesn't concern you, but could you show at least some _ ?",2,pocity-nalady,pocity-nalady-2-uroven,empathy,empathy
545,"['laziness', 'empathy', 'kindness', 'insecurity']","Thank you for your _ , it really helped to me settle in.",2,pocity-nalady,pocity-nalady-2-uroven,kindness,kindness
545,"['laziness', 'empathy', 'kindness', 'insecurity']",You can't show your _ in the interview if you want them to hire you.,2,pocity-nalady,pocity-nalady-2-uroven,insecurity,insecurity
546,"['put up with', 'get out', 'get on', 'think about']",I can't _ her smoking any longer.,2,frazova-slovesa,frazova-slovesa-2-uroven,put up with,think about
546,"['put up with', 'get out', 'get on', 'think about']",Can you hold the door open for me? I need to _ .,2,frazova-slovesa,frazova-slovesa-2-uroven,get out,get out
546,"['put up with', 'get out', 'get on', 'think about']",You can't be devasted by the breakup. You need to _ with your life.,2,frazova-slovesa,frazova-slovesa-2-uroven,get on,get on
546,"['put up with', 'get out', 'get on', 'think about']",Are you sure? Can you _ it a bit more?,2,frazova-slovesa,frazova-slovesa-2-uroven,think about,think about
547,"['takes off', 'takes after', 'takes up', 'takes out']",The planes _ at 8 o'clock.,2,frazova-slovesa,frazova-slovesa-2-uroven,takes off,takes off
547,"['takes off', 'takes after', 'takes up', 'takes out']",Your son _ you.,2,frazova-slovesa,frazova-slovesa-2-uroven,takes after,takes after
547,"['takes off', 'takes after', 'takes up', 'takes out']",We need to move this sofa. It _ too much room.,2,frazova-slovesa,frazova-slovesa-2-uroven,takes up,takes up
547,"['takes off', 'takes after', 'takes up', 'takes out']",My brother _ the trash every day.,2,frazova-slovesa,frazova-slovesa-2-uroven,takes out,takes out
548,"['getting over', 'taking care of', 'moving out', 'taking off']","She can't go out with us, she's just _ the flu.",2,frazova-slovesa,frazova-slovesa-2-uroven,getting over,getting over
548,"['getting over', 'taking care of', 'moving out', 'taking off']","Lenka is not here, she is _ her mother.",2,frazova-slovesa,frazova-slovesa-2-uroven,taking care of,taking care of
548,"['getting over', 'taking care of', 'moving out', 'taking off']",This is our old flat. We are _ today.,2,frazova-slovesa,frazova-slovesa-2-uroven,moving out,moving out
548,"['getting over', 'taking care of', 'moving out', 'taking off']",Why are you _ your trousers here?,2,frazova-slovesa,frazova-slovesa-2-uroven,taking off,taking off
549,"['take out', 'put up with', 'get away', 'get on']","Luckily, the robber didn't _ his gun and didn't shoot anyone.",2,frazova-slovesa,frazova-slovesa-2-uroven,take out,take out
549,"['take out', 'put up with', 'get away', 'get on']",How do you _ her constants complaining?,2,frazova-slovesa,frazova-slovesa-2-uroven,put up with,put up with
549,"['take out', 'put up with', 'get away', 'get on']","I don't want you to be here, _ from me!",2,frazova-slovesa,frazova-slovesa-2-uroven,get away,get away
549,"['take out', 'put up with', 'get away', 'get on']","Your colleagues are much younger than you are, do you _ with them?",2,frazova-slovesa,frazova-slovesa-2-uroven,get on,get on
550,"['takes after', 'looks back', 'comes out', 'looks forward to']",Your daughter _ you more than your son.,2,frazova-slovesa,frazova-slovesa-2-uroven,takes after,comes out
550,"['takes after', 'looks back', 'comes out', 'looks forward to']",He always _ and questions what he did.,2,frazova-slovesa,frazova-slovesa-2-uroven,looks back,comes out
550,"['takes after', 'looks back', 'comes out', 'looks forward to']",Their new album _ at the end of this month.,2,frazova-slovesa,frazova-slovesa-2-uroven,comes out,comes out
550,"['takes after', 'looks back', 'comes out', 'looks forward to']",She _ seeing you.,2,frazova-slovesa,frazova-slovesa-2-uroven,looks forward to,looks forward to
551,"['get off', 'get on', 'think of', 'split up']",I'll _ the bus at the next bus stop.,2,frazova-slovesa,frazova-slovesa-2-uroven,get off,get off
551,"['get off', 'get on', 'think of', 'split up']","Ivo, _ with your work! It's taking all day.",2,frazova-slovesa,frazova-slovesa-2-uroven,get on,get on
551,"['get off', 'get on', 'think of', 'split up']",What do you _ our new teacher?,2,frazova-slovesa,frazova-slovesa-2-uroven,think of,think of
551,"['get off', 'get on', 'think of', 'split up']","They didn't _ , they are still together.",2,frazova-slovesa,frazova-slovesa-2-uroven,split up,split up
552,"['eat out', 'take care of', 'get me down', 'take after']","We won't cook today, we'll _ .",2,frazova-slovesa,frazova-slovesa-2-uroven,eat out,eat out
552,"['eat out', 'take care of', 'get me down', 'take after']","Don't worry about me, I can _ myself.",2,frazova-slovesa,frazova-slovesa-2-uroven,take care of,take care of
552,"['eat out', 'take care of', 'get me down', 'take after']",Bad weather can really _ .,2,frazova-slovesa,frazova-slovesa-2-uroven,get me down,eat out
552,"['eat out', 'take care of', 'get me down', 'take after']",My son doesn't _ me at all.,2,frazova-slovesa,frazova-slovesa-2-uroven,take after,take care of
553,"['get over', 'take off', 'find out', 'get rid of']",He can't _ the breakup.,2,frazova-slovesa,frazova-slovesa-2-uroven,get over,get over
553,"['get over', 'take off', 'find out', 'get rid of']",The plane didn't _ until midnight.,2,frazova-slovesa,frazova-slovesa-2-uroven,take off,take off
553,"['get over', 'take off', 'find out', 'get rid of']",How did you _ about the party?,2,frazova-slovesa,frazova-slovesa-2-uroven,find out,find out
553,"['get over', 'take off', 'find out', 'get rid of']",I can't _ the feeling that someone is watching us.,2,frazova-slovesa,frazova-slovesa-2-uroven,get rid of,get over
554,"['moved out', 'ran out of', ""didn't get on"", ""didn't get over""]",I don't live there anymore. I _ last year.,2,frazova-slovesa,frazova-slovesa-2-uroven,moved out,moved out
554,"['moved out', 'ran out of', ""didn't get on"", ""didn't get over""]",We need to go shopping. We _ butter.,2,frazova-slovesa,frazova-slovesa-2-uroven,ran out of,didn't get on
554,"['moved out', 'ran out of', ""didn't get on"", ""didn't get over""]",I had to quit the job because I _ with my boss.,2,frazova-slovesa,frazova-slovesa-2-uroven,didn't get on,moved out
554,"['moved out', 'ran out of', ""didn't get on"", ""didn't get over""]",I _ how difficult the test was.,2,frazova-slovesa,frazova-slovesa-2-uroven,didn't get over,didn't get on
555,"['get away', 'stand up', 'look for', 'put on']","Don't let the boy _ , I need to talk to him.",2,frazova-slovesa,frazova-slovesa-2-uroven,get away,get away
555,"['get away', 'stand up', 'look for', 'put on']",You need to _ to your enemies.,2,frazova-slovesa,frazova-slovesa-2-uroven,stand up,stand up
555,"['get away', 'stand up', 'look for', 'put on']",I always _ my keys. This time I left them in my car.,2,frazova-slovesa,frazova-slovesa-2-uroven,look for,look for
555,"['get away', 'stand up', 'look for', 'put on']",I didn't _ weight when I was pregnant because I only ate fruit and vegetables.,2,frazova-slovesa,frazova-slovesa-2-uroven,put on,put on
556,"['young', 'wet', 'best']","Vašek can't drive a car, he's too _ .",2,pridavna-jmena,pridavna-jmena-2-uroven,young,young
556,"['young', 'wet', 'best']",Why are you _ ? – Because it's raining.,2,pridavna-jmena,pridavna-jmena-2-uroven,wet,wet
556,"['young', 'wet', 'best']",Who is your _ friend? – Anička.,2,pridavna-jmena,pridavna-jmena-2-uroven,best,best
557,"['old', 'quiet', 'beautiful']",My grandad is very _ .,2,pridavna-jmena,pridavna-jmena-2-uroven,old,old
557,"['old', 'quiet', 'beautiful']","Shh, be _ . Vincent's sleeping.",2,pridavna-jmena,pridavna-jmena-2-uroven,quiet,quiet
557,"['old', 'quiet', 'beautiful']","Wow, look at that girl, she's _ .",2,pridavna-jmena,pridavna-jmena-2-uroven,beautiful,beautiful
558,"['slow', 'fresh', 'dark']",The journey was very _ because we went by our old car.,2,pridavna-jmena,pridavna-jmena-2-uroven,slow,slow
558,"['slow', 'fresh', 'dark']","We've got some _ raspberries, let's make a pie.",2,pridavna-jmena,pridavna-jmena-2-uroven,fresh,fresh
558,"['slow', 'fresh', 'dark']",The forest is very _ at night.,2,pridavna-jmena,pridavna-jmena-2-uroven,dark,dark
559,"['simple', 'good', 'different']",You don't have to worry. It's really _ .,2,pridavna-jmena,pridavna-jmena-2-uroven,simple,simple
559,"['simple', 'good', 'different']",That's a _ idea!,2,pridavna-jmena,pridavna-jmena-2-uroven,good,good
559,"['simple', 'good', 'different']","This dress is _ from the others, but I still really like it.",2,pridavna-jmena,pridavna-jmena-2-uroven,different,different
560,"['safe', 'exciting', 'lost']",Is this area _ ? We would like to buy a house here.,2,pridavna-jmena,pridavna-jmena-2-uroven,safe,safe
560,"['safe', 'exciting', 'lost']",This trip is really _ . I hope to see as many places as I can.,2,pridavna-jmena,pridavna-jmena-2-uroven,exciting,exciting
560,"['safe', 'exciting', 'lost']",I'm _ . I don't know where to go.,2,pridavna-jmena,pridavna-jmena-2-uroven,lost,lost
561,"['useful', 'thin', 'louder']",Is this tool _ ? I would like to buy it as well.,2,pridavna-jmena,pridavna-jmena-2-uroven,useful,useful
561,"['useful', 'thin', 'louder']","Markéta doesn't eat much, she's very _ .",2,pridavna-jmena,pridavna-jmena-2-uroven,thin,thin
561,"['useful', 'thin', 'louder']",Could you please speak a little _ ?,2,pridavna-jmena,pridavna-jmena-2-uroven,louder,louder
562,"['sure', 'terrible', 'true']",Are you _ you want to get a tattoo?,2,pridavna-jmena,pridavna-jmena-2-uroven,sure,sure
562,"['sure', 'terrible', 'true']","I would never go there again, it was a _ experience.",2,pridavna-jmena,pridavna-jmena-2-uroven,terrible,terrible
562,"['sure', 'terrible', 'true']",Is it _ that you spent a month in prison?,2,pridavna-jmena,pridavna-jmena-2-uroven,true,true
563,"['correct', 'rich', 'wild']","Is this _ ? – No, it isn't. There's a mistake.",2,pridavna-jmena,pridavna-jmena-2-uroven,correct,correct
563,"['correct', 'rich', 'wild']","Wow, this is a huge house, they must be _ .",2,pridavna-jmena,pridavna-jmena-2-uroven,rich,rich
563,"['correct', 'rich', 'wild']","It was a _ party, we danced a lot.",2,pridavna-jmena,pridavna-jmena-2-uroven,wild,wild
564,"['pleasant', 'equal', 'cosy', 'confusing']","That was a _ evening, I really enjoyed it.",2,pridavna-jmena,pridavna-jmena-2-uroven,pleasant,pleasant
564,"['pleasant', 'equal', 'cosy', 'confusing']",Men and women are _ .,2,pridavna-jmena,pridavna-jmena-2-uroven,equal,equal
564,"['pleasant', 'equal', 'cosy', 'confusing']","I love this room, it's really _ , especially when it's raining.",2,pridavna-jmena,pridavna-jmena-2-uroven,cosy,cosy
564,"['pleasant', 'equal', 'cosy', 'confusing']","These instructions are quite _ , I don't know what to do.",2,pridavna-jmena,pridavna-jmena-2-uroven,confusing,confusing
565,"['shallow', 'secret', 'private', 'surprising']",The river was fairly _ so we were able to walk across it.,2,pridavna-jmena,pridavna-jmena-2-uroven,shallow,shallow
565,"['shallow', 'secret', 'private', 'surprising']","I shouldn't tell you this, it's _ .",2,pridavna-jmena,pridavna-jmena-2-uroven,secret,private
565,"['shallow', 'secret', 'private', 'surprising']","You mustn't go there, it's a _ property.",2,pridavna-jmena,pridavna-jmena-2-uroven,private,private
565,"['shallow', 'secret', 'private', 'surprising']","It's not _ that he's putting on weight, considering how much he's eating.",2,pridavna-jmena,pridavna-jmena-2-uroven,surprising,surprising
566,"['rare', 'obvious', 'essential', 'upset']",It's very _ to find people who don't judge you.,2,pridavna-jmena,pridavna-jmena-2-uroven,rare,rare
566,"['rare', 'obvious', 'essential', 'upset']",It was _ that he wouldn't do it.,2,pridavna-jmena,pridavna-jmena-2-uroven,obvious,obvious
566,"['rare', 'obvious', 'essential', 'upset']",It is _ that our company is active on social media.,2,pridavna-jmena,pridavna-jmena-2-uroven,essential,essential
566,"['rare', 'obvious', 'essential', 'upset']",Marek was very _ when he found out about it.,2,pridavna-jmena,pridavna-jmena-2-uroven,upset,upset
567,"['vase', 'step', 'armchair', 'mirror']",Can you put this _ of flowers on the table?,2,dum-casti-domu,dum-casti-domu-2-uroven,vase,vase
567,"['vase', 'step', 'armchair', 'mirror']",Careful! There is one more _ . You nearly fell down.,2,dum-casti-domu,dum-casti-domu-2-uroven,step,step
567,"['vase', 'step', 'armchair', 'mirror']",My granddad always sits in an _ .,2,dum-casti-domu,dum-casti-domu-2-uroven,armchair,armchair
567,"['vase', 'step', 'armchair', 'mirror']",Is there a _ in the bathroom? I would like to check my make-up.,2,dum-casti-domu,dum-casti-domu-2-uroven,mirror,mirror
568,"['bell', 'bookcase', 'pillow', 'letterbox']",Someone was at the door and rang the _ .,2,dum-casti-domu,dum-casti-domu-2-uroven,bell,bell
568,"['bell', 'bookcase', 'pillow', 'letterbox']","Wow, this is a huge _ ! How many books have you got in there?",2,dum-casti-domu,dum-casti-domu-2-uroven,bookcase,bookcase
568,"['bell', 'bookcase', 'pillow', 'letterbox']",I fell asleep as soon as my head hit the _ .,2,dum-casti-domu,dum-casti-domu-2-uroven,pillow,pillow
568,"['bell', 'bookcase', 'pillow', 'letterbox']","I would like to send a postcard to my grandma, I need to find a _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,letterbox,letterbox
569,"['dining room', 'cooker', 'ironing board', 'carpet']","We wanted to eat outside, but it's raining. – Let's eat in the _ then.",2,dum-casti-domu,dum-casti-domu-2-uroven,dining room,dining room
569,"['dining room', 'cooker', 'ironing board', 'carpet']",Have you got a gas or electric _ ?,2,dum-casti-domu,dum-casti-domu-2-uroven,cooker,cooker
569,"['dining room', 'cooker', 'ironing board', 'carpet']","Don't iron the shirt on the table, use the _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,ironing board,cooker
569,"['dining room', 'cooker', 'ironing board', 'carpet']","We've just had a new _ laid in our bedroom, it's so soft!",2,dum-casti-domu,dum-casti-domu-2-uroven,carpet,carpet
570,"['keyhole', 'hall', 'sofa', 'vacuum cleaner']","We can hear some voices, but we don't know who is in the room. Let's look through the _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,keyhole,hall
570,"['keyhole', 'hall', 'sofa', 'vacuum cleaner']","I don't want to go into your room, I'll wait in the _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,hall,hall
570,"['keyhole', 'hall', 'sofa', 'vacuum cleaner']","You two can sit on the _ , I'll sit in the armchair.",2,dum-casti-domu,dum-casti-domu-2-uroven,sofa,sofa
570,"['keyhole', 'hall', 'sofa', 'vacuum cleaner']",Where is the _ ? There is some dirt on the carpet.,2,dum-casti-domu,dum-casti-domu-2-uroven,vacuum cleaner,sofa
571,"['coffeepot', 'upstairs', 'bath', 'heater']",Can you hand me the coffee beans and the _ ?,2,dum-casti-domu,dum-casti-domu-2-uroven,coffeepot,heater
571,"['coffeepot', 'upstairs', 'bath', 'heater']","There's too much noise in here, let's go _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,upstairs,upstairs
571,"['coffeepot', 'upstairs', 'bath', 'heater']",Have you got a shower or a _ ?,2,dum-casti-domu,dum-casti-domu-2-uroven,bath,bath
571,"['coffeepot', 'upstairs', 'bath', 'heater']",This room is really cold. Let's turn the _ on.,2,dum-casti-domu,dum-casti-domu-2-uroven,heater,heater
572,"['gate', 'roof', 'mop', 'bookcase']","You can put your car in our garage, or you can leave it by the _ .",2,dum-casti-domu,dum-casti-domu-2-uroven,gate,gate
572,"['gate', 'roof', 'mop', 'bookcase']",Our house has got a flat _ .,2,dum-casti-domu,dum-casti-domu-2-uroven,roof,roof
572,"['gate', 'roof', 'mop', 'bookcase']",Can you hand me the _ ? I have spilled some coffee.,2,dum-casti-domu,dum-casti-domu-2-uroven,mop,roof
572,"['gate', 'roof', 'mop', 'bookcase']",I bought a lot of new books. I'll need a new _ .,2,dum-casti-domu,dum-casti-domu-2-uroven,bookcase,roof
573,"['carpet', 'bedroom', 'pillow', 'address']",We need to buy a _ because the floor gets very cold in the winter.,2,dum-casti-domu,dum-casti-domu-2-uroven,carpet,carpet
573,"['carpet', 'bedroom', 'pillow', 'address']","Have you got a big _ ? – Yes, I do. I can fit a double size bed in there and a piano.",2,dum-casti-domu,dum-casti-domu-2-uroven,bedroom,bedroom
573,"['carpet', 'bedroom', 'pillow', 'address']","I can't have a feather _ because I'm allergic to feathers, I would sneeze all night.",2,dum-casti-domu,dum-casti-domu-2-uroven,pillow,pillow
