problem,sentence,solutions,fullname,pred
550,He always _ and questions what he did.,looks back,frazova-slovesa-2-uroven,looks back
550,Their new album _ at the end of this month.,comes out,frazova-slovesa-2-uroven,comes out
550,She _ seeing you.,looks forward to,frazova-slovesa-2-uroven,looks forward to
551,I'll _ the bus at the next bus stop.,get off,frazova-slovesa-2-uroven,get on
551,"Ivo, _ with your work! It's taking all day.",get on,frazova-slovesa-2-uroven,get off
551,What do you _ our new teacher?,think of,frazova-slovesa-2-uroven,think of
551,"They didn't _ , they are still together.",split up,frazova-slovesa-2-uroven,split up
552,"We won't cook today, we'll _ .",eat out,frazova-slovesa-2-uroven,eat out
552,"Don't worry about me, I can _ myself.",take care of,frazova-slovesa-2-uroven,take care of
552,Bad weather can really _ .,get me down,frazova-slovesa-2-uroven,get me down
552,My son doesn't _ me at all.,take after,frazova-slovesa-2-uroven,take after
553,He can't _ the breakup.,get over,frazova-slovesa-2-uroven,get over
553,The plane didn't _ until midnight.,take off,frazova-slovesa-2-uroven,take off
553,How did you _ about the party?,find out,frazova-slovesa-2-uroven,find out
553,I can't _ the feeling that someone is watching us.,get rid of,frazova-slovesa-2-uroven,get rid of
554,I don't live there anymore. I _ last year.,moved out,frazova-slovesa-2-uroven,moved out
554,We need to go shopping. We _ butter.,ran out of,frazova-slovesa-2-uroven,didn't get on
554,I had to quit the job because I _ with my boss.,didn't get on,frazova-slovesa-2-uroven,didn't get over
554,I _ how difficult the test was.,didn't get over,frazova-slovesa-2-uroven,ran out of
555,"Don't let the boy _ , I need to talk to him.",get away,frazova-slovesa-2-uroven,get away
555,You need to _ to your enemies.,stand up,frazova-slovesa-2-uroven,stand up
555,I always _ my keys. This time I left them in my car.,look for,frazova-slovesa-2-uroven,look for
555,I didn't _ weight when I was pregnant because I only ate fruit and vegetables.,put on,frazova-slovesa-2-uroven,put on
556,"Vašek can't drive a car, he's too _ .",young,pridavna-jmena-2-uroven,young
556,Why are you _ ? – Because it's raining.,wet,pridavna-jmena-2-uroven,wet
556,Who is your _ friend? – Anička.,best,pridavna-jmena-2-uroven,best
557,My grandad is very _ .,old,pridavna-jmena-2-uroven,old
557,"Shh, be _ . Vincent's sleeping.",quiet,pridavna-jmena-2-uroven,quiet
557,"Wow, look at that girl, she's _ .",beautiful,pridavna-jmena-2-uroven,beautiful
558,The journey was very _ because we went by our old car.,slow,pridavna-jmena-2-uroven,slow
558,"We've got some _ raspberries, let's make a pie.",fresh,pridavna-jmena-2-uroven,fresh
558,The forest is very _ at night.,dark,pridavna-jmena-2-uroven,dark
559,You don't have to worry. It's really _ .,simple,pridavna-jmena-2-uroven,simple
559,That's a _ idea!,good,pridavna-jmena-2-uroven,good
559,"This dress is _ from the others, but I still really like it.",different,pridavna-jmena-2-uroven,different
560,Is this area _ ? We would like to buy a house here.,safe,pridavna-jmena-2-uroven,safe
560,This trip is really _ . I hope to see as many places as I can.,exciting,pridavna-jmena-2-uroven,exciting
560,I'm _ . I don't know where to go.,lost,pridavna-jmena-2-uroven,lost
561,Is this tool _ ? I would like to buy it as well.,useful,pridavna-jmena-2-uroven,useful
561,"Markéta doesn't eat much, she's very _ .",thin,pridavna-jmena-2-uroven,thin
561,Could you please speak a little _ ?,louder,pridavna-jmena-2-uroven,louder
562,Are you _ you want to get a tattoo?,sure,pridavna-jmena-2-uroven,sure
562,"I would never go there again, it was a _ experience.",terrible,pridavna-jmena-2-uroven,terrible
562,Is it _ that you spent a month in prison?,true,pridavna-jmena-2-uroven,true
563,"Is this _ ? – No, it isn't. There's a mistake.",correct,pridavna-jmena-2-uroven,correct
563,"Wow, this is a huge house, they must be _ .",rich,pridavna-jmena-2-uroven,rich
563,"It was a _ party, we danced a lot.",wild,pridavna-jmena-2-uroven,wild
564,"That was a _ evening, I really enjoyed it.",pleasant,pridavna-jmena-2-uroven,pleasant
564,Men and women are _ .,equal,pridavna-jmena-2-uroven,equal
564,"I love this room, it's really _ , especially when it's raining.",cosy,pridavna-jmena-2-uroven,cosy
564,"These instructions are quite _ , I don't know what to do.",confusing,pridavna-jmena-2-uroven,confusing
565,The river was fairly _ so we were able to walk across it.,shallow,pridavna-jmena-2-uroven,shallow
565,"I shouldn't tell you this, it's _ .",secret,pridavna-jmena-2-uroven,secret
565,"You mustn't go there, it's a _ property.",private,pridavna-jmena-2-uroven,private
565,"It's not _ that he's putting on weight, considering how much he's eating.",surprising,pridavna-jmena-2-uroven,surprising
566,It's very _ to find people who don't judge you.,rare,pridavna-jmena-2-uroven,rare
566,It was _ that he wouldn't do it.,obvious,pridavna-jmena-2-uroven,obvious
566,It is _ that our company is active on social media.,essential,pridavna-jmena-2-uroven,essential
566,Marek was very _ when he found out about it.,upset,pridavna-jmena-2-uroven,upset
567,Can you put this _ of flowers on the table?,vase,dum-casti-domu-2-uroven,vase
567,Careful! There is one more _ . You nearly fell down.,step,dum-casti-domu-2-uroven,step
567,My granddad always sits in an _ .,armchair,dum-casti-domu-2-uroven,armchair
567,Is there a _ in the bathroom? I would like to check my make-up.,mirror,dum-casti-domu-2-uroven,mirror
568,Someone was at the door and rang the _ .,bell,dum-casti-domu-2-uroven,bell
568,"Wow, this is a huge _ ! How many books have you got in there?",bookcase,dum-casti-domu-2-uroven,bookcase
568,I fell asleep as soon as my head hit the _ .,pillow,dum-casti-domu-2-uroven,pillow
568,"I would like to send a postcard to my grandma, I need to find a _ .",letterbox,dum-casti-domu-2-uroven,letterbox
569,"We wanted to eat outside, but it's raining. – Let's eat in the _ then.",dining room,dum-casti-domu-2-uroven,cooker
569,Have you got a gas or electric _ ?,cooker,dum-casti-domu-2-uroven,dining room
569,"Don't iron the shirt on the table, use the _ .",ironing board,dum-casti-domu-2-uroven,carpet
569,"We've just had a new _ laid in our bedroom, it's so soft!",carpet,dum-casti-domu-2-uroven,ironing board
570,"We can hear some voices, but we don't know who is in the room. Let's look through the _ .",keyhole,dum-casti-domu-2-uroven,keyhole
570,"I don't want to go into your room, I'll wait in the _ .",hall,dum-casti-domu-2-uroven,hall
570,"You two can sit on the _ , I'll sit in the armchair.",sofa,dum-casti-domu-2-uroven,sofa
570,Where is the _ ? There is some dirt on the carpet.,vacuum cleaner,dum-casti-domu-2-uroven,vacuum cleaner
571,Can you hand me the coffee beans and the _ ?,coffeepot,dum-casti-domu-2-uroven,coffeepot
571,"There's too much noise in here, let's go _ .",upstairs,dum-casti-domu-2-uroven,upstairs
571,Have you got a shower or a _ ?,bath,dum-casti-domu-2-uroven,bath
571,This room is really cold. Let's turn the _ on.,heater,dum-casti-domu-2-uroven,heater
572,"You can put your car in our garage, or you can leave it by the _ .",gate,dum-casti-domu-2-uroven,mop
572,Our house has got a flat _ .,roof,dum-casti-domu-2-uroven,roof
572,Can you hand me the _ ? I have spilled some coffee.,mop,dum-casti-domu-2-uroven,gate
572,I bought a lot of new books. I'll need a new _ .,bookcase,dum-casti-domu-2-uroven,bookcase
573,We need to buy a _ because the floor gets very cold in the winter.,carpet,dum-casti-domu-2-uroven,carpet
573,"Have you got a big _ ? – Yes, I do. I can fit a double size bed in there and a piano.",bedroom,dum-casti-domu-2-uroven,bedroom
573,"I can't have a feather _ because I'm allergic to feathers, I would sneeze all night.",pillow,dum-casti-domu-2-uroven,pillow
573,What's his _ ? I would like to send him a postcard.,address,dum-casti-domu-2-uroven,address
574,There are two _ - one at the front and one around the back.,entrances,dum-casti-domu-2-uroven,entrances
574,"How many _ have you got? – We've got six, there are always six in the set.",soup plates,dum-casti-domu-2-uroven,soup plates
574,We bought some new _ because I always break one when putting the flowers in.,vases,dum-casti-domu-2-uroven,vases
574,"My grandparents haven't got any sofa, but they've got two _ , they think they are more comfortable to sit in.",armchairs,dum-casti-domu-2-uroven,armchairs
575,I asked them to leave the parcel on the front _ .,step,dum-casti-domu-2-uroven,step
575,Santa Claus gets to houses through the _ .,chimney,dum-casti-domu-2-uroven,chimney
575,"My husband brought me my breakfast to bed, so we aren't eating in the _ .",dining room,dum-casti-domu-2-uroven,cooker
575,We've got an electric _ .,cooker,dum-casti-domu-2-uroven,dining room
576,"I can't brush my teeth, I forgot my _ .",toothbrush,dum-casti-domu-2-uroven,toothbrush
576,Can you reach the _ ? I would like you to sweep the spider web away.,ceiling,dum-casti-domu-2-uroven,ceiling
576,The _ is very old. It squeaks when you step on it.,staircase,dum-casti-domu-2-uroven,staircase
576,We bought a new sofa for the _ .,living room,dum-casti-domu-2-uroven,living room
577,"Let's go to the _ , I would like to see the new play.",theatre,mesto-2-uroven,theatre
577,Can you see the tall _ ? That's the bank.,building,mesto-2-uroven,building
577,We went to the _ because we wanted to eat out.,city centre,mesto-2-uroven,city centre
577,I need to find a _ because I would like to buy the new book by Dan Brown.,bookshop,mesto-2-uroven,bookshop
578,"We wanted to see the nicest places in the city, so we went to the _ to find out.",tourist information,mesto-2-uroven,tourist information
578,I was waiting at the _ when I saw your car.,bus stop,mesto-2-uroven,bus stop
578,"Go straight on, turn left and take the third turning at the _ .",roundabout,mesto-2-uroven,roundabout
578,We go to _ every Sunday.,church,mesto-2-uroven,church
579,We live in a small _ .,flat,mesto-2-uroven,flat
579,I'm glad we bought this house because now we live in a friendly _ .,neighbourhood,mesto-2-uroven,neighbourhood
579,The kids are having fun at the _ .,playground,mesto-2-uroven,playground
579,I would like to see some art today. Let's go to the _ .,gallery,mesto-2-uroven,gallery
580,The plane takes off at 10 o'clock. Let's meet at 8 o'clock at the _ .,airport,mesto-2-uroven,airport
580,Olomouc is a _ in Moravia.,city,mesto-2-uroven,city
580,Fruit and vegetables are much fresher at the _ than in the supermarket.,market,mesto-2-uroven,market
580,"I don't want to climb the stairs, let's take the _ .",lift,mesto-2-uroven,lift
581,Does your dad work outside or in an _ ?,office,mesto-2-uroven,office
581,Where is the _ to the cinema?,entrance,mesto-2-uroven,entrance
581,There's a coffee shop on the other side of the _ .,road,mesto-2-uroven,road
581,I need to buy a new skirt and some T-shirts. – Let's go to the _ then.,department store,mesto-2-uroven,department store
582,"We should find a _ , we're running out of petrol.",petrol station,mesto-2-uroven,petrol station
582,"The park is on the other side of the river, we need to cross the _ .",bridge,mesto-2-uroven,bridge
582,"I want to get stronger, so I go to the _ three times a week.",gym,mesto-2-uroven,gym
582,Our friends live just around the _ - so we see them all the time.,corner,mesto-2-uroven,corner
583,There was a Christmas market in the town _ .,square,mesto-2-uroven,square
583,Could you pick me up from the _ ? The train arrives at 3 o'clock.,station,mesto-2-uroven,station
583,"When can I call you? – I'll come to my _ at 9 o'clock, so you can call me at half past nine.",office,mesto-2-uroven,office
583,"There's a post-box on the _ of Dlouhá and Masarykova, let's meet there.",corner,mesto-2-uroven,corner
584,"The bus leaves at eight past seven, let's meet at 7 o'clock at the _ .",bus stop,mesto-2-uroven,bus stop
584,We visited an ancient _ .,castle,mesto-2-uroven,castle
584,"I don't want to live in a _ anymore, I want a big garden.",flat,mesto-2-uroven,flat
584,There is too much noise at night because we live by the _ .,road,mesto-2-uroven,road
585,Could you _ the dog?,feed,cin-domacnost-2-uroven,feed
585,I would like to _ these flowers in the garden.,plant,cin-domacnost-2-uroven,plant
585,I want to _ a flat in Prague.,rent,cin-domacnost-2-uroven,rent
585,It's very cold in here – should I _ a fire?,light,cin-domacnost-2-uroven,light
586,Did you _ the door?,lock,cin-domacnost-2-uroven,lock
586,I have to _ my suitcase for the weekend.,pack,cin-domacnost-2-uroven,bake
586,Could you _ the pizza?,slice,cin-domacnost-2-uroven,slice
586,Did you _ the cake?,bake,cin-domacnost-2-uroven,pack
587,Can you _ the milk into the bowl?,pour,cin-domacnost-2-uroven,pour
587,Did your mum _ this dress?,sew,cin-domacnost-2-uroven,store
587,These flowers should _ all through the summer.,bloom,cin-domacnost-2-uroven,sew
587,Where do you _ jackets in the summer?,store,cin-domacnost-2-uroven,bloom
588,Could you cut the lemon in half and _ the juice into the bowl?,squeeze,cin-domacnost-2-uroven,squeeze
588,How often do you _ your cats?,feed,cin-domacnost-2-uroven,feed
588,Could you _ the sauce?,stir,cin-domacnost-2-uroven,stir
588,How long does it take you to _ a shirt?,iron,cin-domacnost-2-uroven,iron
589,The cake needs to _ before we eat it.,cool,cin-domacnost-2-uroven,cool
589,Could you _ the lamb with garlic?,season,cin-domacnost-2-uroven,chop
589,I will _ your coat on the rack over there.,hang,cin-domacnost-2-uroven,season
589,Could you _ the onions and the carrots?,chop,cin-domacnost-2-uroven,hang
590,"Ivo, turn the bottle upside down and _ it.",shake,cin-domacnost-2-uroven,simmer
590,"Do you _ this house? – No, we rent it.",own,cin-domacnost-2-uroven,own
590,Leave the vegetables to _ for a few minutes.,simmer,cin-domacnost-2-uroven,shake
590,Do you _ skirts every day?,wear,cin-domacnost-2-uroven,wear
591,The old man _ me his spare bedroom for £150 a week.,rented,cin-domacnost-2-uroven,rented
591,We had left the window open so the rain _ the carpet.,soaked,cin-domacnost-2-uroven,soaked
591,"I _ the flowers yesterday, you don't have to do it.",watered,cin-domacnost-2-uroven,watered
591,She _ the mushrooms thinly.,sliced,cin-domacnost-2-uroven,sliced
592,I would like to _ a new tree in the garden.,plant,cin-domacnost-2-uroven,bake
592,"Oto, _ the meat well with salt and pepper.",season,cin-domacnost-2-uroven,season
592,Mix the flower with sugar and _ three eggs.,add,cin-domacnost-2-uroven,plant
592,I will _ some cupcakes tomorrow.,bake,cin-domacnost-2-uroven,add
593,"He's sleeping, his _ are closed.",eyes,casti-tela-1-uroven,eyes
593,"He can run fast, he's got long _ .",legs,casti-tela-1-uroven,legs
593,The children are holding _ .,hands,casti-tela-1-uroven,hands
594,He put pizza in his _ .,mouth,casti-tela-1-uroven,mouth
594,"Look, there's red _ on the floor!",blood,casti-tela-1-uroven,blood
594,"He can't write, his _ is broken.",arm,casti-tela-1-uroven,arm
595,Babies have got soft _ .,skin,casti-tela-1-uroven,skin
595,She's wearing a necklace around her _ .,neck,casti-tela-1-uroven,neck
595,She's got blond _ .,hair,casti-tela-1-uroven,hair
596,He's got a fat _ but thin legs.,body,casti-tela-1-uroven,body
596,She's got a beautiful _ .,face,casti-tela-1-uroven,face
596,I brush my _ every morning.,teeth,casti-tela-1-uroven,teeth
597,The dog has got a long _ .,tail,casti-tela-1-uroven,tail
597,It's very easy - use your _ !,brain,casti-tela-1-uroven,brain
597,My right _ hurts.,knee,casti-tela-1-uroven,knee
598,Put the cap on your _ .,head,casti-tela-1-uroven,head
598,My left _ is broken.,arm,casti-tela-1-uroven,arm
598,Klára's got long _ !,hair,casti-tela-1-uroven,hair
600,Clap your _ !,hands,casti-tela-1-uroven,hands
600,How many _ have you got? – Ten.,fingers,casti-tela-1-uroven,fingers
600,Milan's got blue _ .,eyes,casti-tela-1-uroven,eyes
601,Stop biting your _ !,nails,casti-tela-1-uroven,nails
601,He kissed me on the _ .,lips,casti-tela-1-uroven,lips
601,Matylda's got blue _ .,eyes,casti-tela-1-uroven,eyes
602,I can see from his _ that he's happy.,face,casti-tela-1-uroven,face
602,Lucka is wearing a big necklace on her _ .,neck,casti-tela-1-uroven,neck
602,Her ex-boyfriend broke her _ .,heart,casti-tela-1-uroven,heart
603,The police are coming because there's _ on the floor.,blood,casti-tela-1-uroven,blood
603,A good diet helps to keep your _ healthy.,body,casti-tela-1-uroven,body
603,My _ is rumbling because I'm hungry!,stomach,casti-tela-1-uroven,stomach
604,The dog has got a _ in his mouth.,bone,casti-tela-1-uroven,bone
604,She's got a ring on her _ .,finger,casti-tela-1-uroven,finger
604,"He's got big _ , so he has to buy big shoes.",feet,casti-tela-1-uroven,feet
605,Put the hat on your _ .,head,casti-tela-1-uroven,head
605,"We go for a walk every Saturday, but today we are staying at home because my left _ hurts.",foot,casti-tela-1-uroven,foot
605,Open your _ and taste this ice-cream.,mouth,casti-tela-1-uroven,mouth
606,"I can't hear you, there's water in my _ .",ears,casti-tela-1-uroven,ears
606,How often do you brush your _ ?,teeth,casti-tela-1-uroven,teeth
606,She's good at playing the piano because she's got long _ .,fingers,casti-tela-1-uroven,fingers
607,"Is she licking the ice-cream? – Yes, she is. I can see her _ .",tongue,casti-tela-1-uroven,tongue
607,Her boyfriend is holding her _ .,hand,casti-tela-1-uroven,hand
607,"He's got a very thin _ , but he's got strong legs and arms.",body,casti-tela-1-uroven,body
608,"They say you killed the woman, can you _ on it?",comment,slovesa-komunikace-2-uroven,comment
608,Could you _ that you will attend the event?,confirm,slovesa-komunikace-2-uroven,confirm
608,He will always _ people when they speak.,interrupt,slovesa-komunikace-2-uroven,interrupt
608,"We're eating out tonight, do you want to _ us?",join,slovesa-komunikace-2-uroven,join
609,Tomáš _ me to his friends.,introduced,slovesa-komunikace-2-uroven,introduced
609,My boss _ for being late.,apologised,slovesa-komunikace-2-uroven,boasted
609,They _ that they had never lost a single game.,boasted,slovesa-komunikace-2-uroven,apologised
609,They _ me the job and I accepted.,offered,slovesa-komunikace-2-uroven,offered
610,We _ the room for 3 days.,booked,slovesa-komunikace-2-uroven,booked
610,Visitors are _ not to walk on the grass.,requested,slovesa-komunikace-2-uroven,requested
610,I _ my secret with her because I trust her.,shared,slovesa-komunikace-2-uroven,shared
610,He _ me that the meeting was cancelled.,reminded,slovesa-komunikace-2-uroven,reminded
611,John _ us through London because he was born there.,guided,slovesa-komunikace-2-uroven,guided
611,He _ you last night when you were out.,called,slovesa-komunikace-2-uroven,called
611,She _ me a message.,sent,slovesa-komunikace-2-uroven,sent
612,Can I _ five pounds? I forgot my wallet at home.,borrow,slovesa-komunikace-2-uroven,borrow
612,Sára and Iva _ to their mother on the phone every week.,talk,slovesa-komunikace-2-uroven,talk
612,I would like to _ you to our party.,invite,slovesa-komunikace-2-uroven,invite
613,"He doesn't _ of smoking, he thinks it's bad.",approve,slovesa-komunikace-2-uroven,approve
613,Did she _ that we would be coming?,mention,slovesa-komunikace-2-uroven,mention
613,"I don't _ anything, at least I tried.",regret,slovesa-komunikace-2-uroven,regret
613,Did he _ you to do it or was it your decision?,persuade,slovesa-komunikace-2-uroven,persuade
614,"Don't _ other people when they're talking, it isn't polite.",interrupt,slovesa-komunikace-2-uroven,interrupt
614,Can I _ you in my post?,mention,slovesa-komunikace-2-uroven,mention
614,"The judges insisted on their decision, they didn't _ the routine again.",examine,slovesa-komunikace-2-uroven,examine
614,We decided to _ a room in a hotel near the city centre.,book,slovesa-komunikace-2-uroven,book
615,She read a message and she _ .,smiled,slovesa-komunikace-2-uroven,smiled
615,"They haven't seen each other for a year, so they _ all night.",chatted,slovesa-komunikace-2-uroven,chatted
615,"I forgot my wallet, so Tomáš _ me some money.",lent,slovesa-komunikace-2-uroven,lent
616,"We weren't sure, but he _ that he'd move to England.",confirmed,slovesa-komunikace-2-uroven,apologised
616,"He was mean to me, but then he _ .",apologised,slovesa-komunikace-2-uroven,confirmed
616,My parents always _ me when I did well at school.,praised,slovesa-komunikace-2-uroven,praised
616,His lawyer _ that he was innocent.,proved,slovesa-komunikace-2-uroven,proved
617,It's difficult to _ this painting without knowing the artist's background.,interpret,slovesa-komunikace-2-uroven,interpret
617,"It's your decision, you don't have to _ it.",justify,slovesa-komunikace-2-uroven,justify
617,The youtuber decided to organize a meet-and- _ for his followers.,greet,slovesa-komunikace-2-uroven,greet
617,Our boss tried to _ the importance of this meeting.,emphasize,slovesa-komunikace-2-uroven,emphasize
618,"Don't _ me for missing the bus, you're the one who was late.",blame,slovesa-komunikace-2-uroven,blame
618,"He wasn't happy with what we had, but he didn't _ anything himself.",propose,slovesa-komunikace-2-uroven,propose
618,"Don't _ anything, at least you tried it.",regret,slovesa-komunikace-2-uroven,regret
618,Did you _ permission to take pictures at the event?,request,slovesa-komunikace-2-uroven,request
619,"Will you _ him? – I don't know, he really hurt me.",forgive,slovesa-komunikace-2-uroven,forgive
619,Lukáš would like to _ the group.,join,slovesa-komunikace-2-uroven,join
619,We need you to _ if you'll come.,confirm,slovesa-komunikace-2-uroven,confirm
619,My parents _ all the time.,argue,slovesa-komunikace-2-uroven,argue
620,"You shouldn't _ , you should know.",guess,slovesa-komunikace-2-uroven,guess
620,"My parents are proud of me, they always _ about my achievements.",boast,slovesa-komunikace-2-uroven,boast
620,Will you _ me to your friend Marta?,introduce,slovesa-komunikace-2-uroven,introduce
620,Did you _ them to come? It would be great if they were here.,convince,slovesa-komunikace-2-uroven,convince
622,"I'm sorry, could you _ me?",forgive,slovesa-komunikace-2-uroven,forgive
622,Could you _ me to pick up the parcel?,remind,slovesa-komunikace-2-uroven,remind
622,"I always _ with my boss, that's why I decided to quit the job.",disagree,slovesa-komunikace-2-uroven,disagree
622,Can I _ you a drink?,offer,slovesa-komunikace-2-uroven,offer
623,Did he _ you the book?,give,slovesa-komunikace-2-uroven,give
623,"I always tell the truth, I can't _ .",lie,slovesa-komunikace-2-uroven,lie
623,We would like to _ you to our wedding.,invite,slovesa-komunikace-2-uroven,invite
623,My children always _ me questions about their father.,ask,slovesa-komunikace-2-uroven,ask
624,I _ some money to Red Cross.,donated,slovesa-komunikace-2-uroven,donated
624,Nobody liked him because he always _ other people for his mistakes.,blamed,slovesa-komunikace-2-uroven,blamed
624,"I didn't know the answer, so I _ .",guessed,slovesa-komunikace-2-uroven,guessed
624,"I didn't want to come to the party at first, but my friend Iva _ me.",persuaded,slovesa-komunikace-2-uroven,persuaded
625,I love my parents because they always _ me to try new things.,encourage,slovesa-komunikace-2-uroven,encourage
625,In some countries it's normal to _ when buying something.,bargain,slovesa-komunikace-2-uroven,bargain
625,"The text is well written, could you just _ what you found out.",conclude,slovesa-komunikace-2-uroven,conclude
625,We asked the experts to _ how an accident like this can be avoided in the future.,examine,slovesa-komunikace-2-uroven,examine
626,Our homework is to _ an essay.,write,slovesa-komunikace-2-uroven,write
626,What did you _ her? She left immediately.,tell,slovesa-komunikace-2-uroven,tell
626,Do you _ with him?,agree,slovesa-komunikace-2-uroven,agree
627,Did you _ the invitation?,receive,slovesa-komunikace-2-uroven,receive
627,They didn't _ me the job because they found a better applicant for it.,offer,slovesa-komunikace-2-uroven,offer
627,Can I _ your umbrella? I forgot mine at home.,borrow,slovesa-komunikace-2-uroven,borrow
627,"Please _ me for arriving late, the train was delayed.",excuse,slovesa-komunikace-2-uroven,excuse
628,Rimini is a resort on the east _ of Italy.,coast,krajina-svet-2-uroven,coast
628,Many people are concerned about the destruction of this _ .,rainforest,krajina-svet-2-uroven,rainforest
628,"Look at the _ , it's cloudless today!",sky,krajina-svet-2-uroven,sky
628,Have you been to Moravský kras? The _ around there is beautiful.,countryside,krajina-svet-2-uroven,countryside
629,The long-dormant _ has recently shown signs of erupting.,volcano,krajina-svet-2-uroven,volcano
629,Flats in the Prague _ are very expensive.,area,krajina-svet-2-uroven,area
629,Can you feel the spray from the _ ?,waterfall,krajina-svet-2-uroven,waterfall
629,I can't imagine being in the _ in this heat.,desert,krajina-svet-2-uroven,desert
630,I don't like this _ because it's full of bats.,cave,krajina-svet-2-uroven,cave
630,"Sorry, I'm late. I'm already on my _ , though.",way,krajina-svet-2-uroven,way
630,Your skin is red. Have you been in the _ ?,sun,krajina-svet-2-uroven,sun
630,I like leaving the city for the weekend and going to the _ .,countryside,krajina-svet-2-uroven,countryside
631,"Did you enjoy your stay in the _ ? – Yes, we did, we had a beautiful view for the tent.",campsite,krajina-svet-2-uroven,campsite
631,Hokkaido is a large Japanese _ .,island,krajina-svet-2-uroven,island
631,Scientists observed phenomena in a nearby _ .,galaxy,krajina-svet-2-uroven,galaxy
631,I said I thought that we should go that way and pointed the opposite _ .,direction,krajina-svet-2-uroven,direction
632,The _ is the area of sea that separates England from France.,Channel,krajina-svet-2-uroven,Channel
632,The _ goes around the earth.,moon,krajina-svet-2-uroven,moon
632,"Last winter, there was snow on the hill tops but not in the _ .",valley,krajina-svet-2-uroven,valley
632,I got lost in the _ yesterday.,wood,krajina-svet-2-uroven,wood
633,A _ is a tropical forest in which trees and plants grow very closely together.,jungle,krajina-svet-2-uroven,jungle
633,This area is really noisy because we live close to a _ .,railway,krajina-svet-2-uroven,railway
633,My parents went swimming in the _ .,sea,krajina-svet-2-uroven,sea
633,This area is said to be one of the most beautiful places on _ .,earth,krajina-svet-2-uroven,earth
634,This fish lives at the bottom of the _ .,ocean,krajina-svet-2-uroven,ocean
634,Venus is the second _ in order of distance from the Sun.,planet,krajina-svet-2-uroven,planet
634,They followed the _ until they came to the village.,path,krajina-svet-2-uroven,path
634,Do you live within walking _ or shall we take the bus?,distance,krajina-svet-2-uroven,distance
635,They said goodbye and walked in opposite _ .,directions,krajina-svet-2-uroven,directions
635,We drove past _ full of cows.,fields,krajina-svet-2-uroven,fields
635,"This area is full of _ , that's why you can't hear a word.",waterfalls,krajina-svet-2-uroven,waterfalls
635,Most villages in the _ are now connected by roads.,highlands,krajina-svet-2-uroven,highlands
636,My friends were trapped in the _ for 17 hours.,cave,krajina-svet-2-uroven,cave
636,We need to find a bridge because the museum is on the opposite side of the _ .,river,krajina-svet-2-uroven,river
636,"There's some _ between the wardrobe and the bed, we can put it there.",space,krajina-svet-2-uroven,space
636,Hollywood is on the west _ of the United States of America.,coast,krajina-svet-2-uroven,coast
637,The sun rises in the _ .,east,krajina-svet-2-uroven,sky
637,"Look, there're no clouds in the _ .",sky,krajina-svet-2-uroven,east
637,Do you know the _ to the café?,way,krajina-svet-2-uroven,way
637,You can't see the village because it's set in a _ .,valley,krajina-svet-2-uroven,valley
638,"Be careful, the knife is _ .",sharp,vlastnosti-predmety-2-uroven,sharp
638,This armchair is so _ !,comfortable,vlastnosti-predmety-2-uroven,comfortable
638,"The lake is _ , we can go ice skating.",frozen,vlastnosti-predmety-2-uroven,frozen
638,"Yuck, don't show it to me, it's _ .",disgusting,vlastnosti-predmety-2-uroven,disgusting
639,It's _ to wear high-waisted jeans.,fashionable,vlastnosti-predmety-2-uroven,fashionable
639,I usually buy clothes in the _ size.,medium,vlastnosti-predmety-2-uroven,medium
639,We built a new _ fence.,wooden,vlastnosti-predmety-2-uroven,wooden
639,"The chocolate mousse was so good, it was _ and creamy.",smooth,vlastnosti-predmety-2-uroven,smooth
640,"The two sisters are very different, one of them wears _ clothes, the other always wears eccentric clothes.",ordinary,vlastnosti-predmety-2-uroven,ordinary
640,"This vase looks old, is it _ ?",valuable,vlastnosti-predmety-2-uroven,valuable
640,Earthquakes and hurricanes are _ disasters.,natural,vlastnosti-predmety-2-uroven,natural
640,We could drive there because the street was too _ .,narrow,vlastnosti-predmety-2-uroven,narrow
641,The letters were so _ that I had to use a magnifying glass to read it.,tiny,vlastnosti-predmety-2-uroven,round
641,Oranges and footballs are _ .,round,vlastnosti-predmety-2-uroven,new
641,"I wanted to take the bus at 9 o'clock, but it was _ .",full,vlastnosti-predmety-2-uroven,full
641,"We bought a _ car, so we'd like to sell the old one.",new,vlastnosti-predmety-2-uroven,tiny
642,The skin on his hands was hard and _ from the cold.,rough,vlastnosti-predmety-2-uroven,rough
642,"This person doesn't exist, the profile is _ .",fake,vlastnosti-predmety-2-uroven,fake
642,The fog was really _ in the morning.,dense,vlastnosti-predmety-2-uroven,dense
642,"It was four o'clock in the morning, so the bus was _ .",empty,vlastnosti-predmety-2-uroven,empty
643,"Would you like to meet someone famous? – Not really, I like meeting _ people.",ordinary,vlastnosti-predmety-2-uroven,ordinary
643,"I'm _ , could you please close the window?",frozen,vlastnosti-predmety-2-uroven,frozen
643,I'm going to check out the _ café with my friends.,new,vlastnosti-predmety-2-uroven,new
643,"You shouldn't wear this dress at work, it's quite _ .",transparent,vlastnosti-predmety-2-uroven,transparent
644,"I need to powder my face, it's _ .",shiny,vlastnosti-predmety-2-uroven,shiny
644,Typewriters became _ when computers were invented.,obsolete,vlastnosti-predmety-2-uroven,obsolete
644,"The shop is _ , we'll buy it tomorrow.",closed,vlastnosti-predmety-2-uroven,closed
